country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_cases,new_deaths,
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/15/2020,0,4,5,0,2,1,0,0,
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/16/2020,1,4,4,1,2,1,1,0,2107
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/17/2020,-1,1,5,1,2,1,0,0,2107
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/18/2020,-2,1,5,0,2,1,0,0,1651
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/19/2020,-2,0,4,-1,2,1,0,0,1651
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/20/2020,-2,1,6,1,1,1,0,0,1651
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/21/2020,-3,2,6,0,-1,1,0,0,2201
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/22/2020,-2,2,4,-2,3,1,4,0,4096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/23/2020,-1,3,3,-1,4,1,0,0,4096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/24/2020,-3,0,5,-1,3,1,0,0,4096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/25/2020,-3,2,3,-2,3,1,0,0,4096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/26/2020,-2,1,-3,-2,3,1,0,0,4096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/27/2020,1,5,-1,-1,3,1,0,0,1325
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/28/2020,1,5,-1,-1,1,1,6,0,8606
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/29/2020,2,7,-1,-1,5,0,2,0,8606
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/1/2020,3,10,2,-1,4,1,0,0,8606
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/2/2020,0,7,1,-2,4,1,0,0,8606
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/3/2020,0,6,0,-5,4,1,6,0,2113
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/4/2020,-1,7,-2,-5,3,2,0,0,12724
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/5/2020,-3,6,-2,-5,3,2,2,0,12724
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/6/2020,-7,5,-8,-9,0,3,0,0,10753
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/7/2020,-3,6,1,-8,4,2,16,0,4480
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/8/2020,1,8,6,-9,-1,3,0,0,4480
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/9/2020,-3,4,4,-10,-1,4,0,0,6949
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/10/2020,-4,6,3,-11,-2,4,29,0,3618
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/11/2020,-4,5,0,-12,-2,4,0,0,3618
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/12/2020,-8,6,-6,-15,-3,5,11,0,9973
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/13/2020,-16,3,-15,-20,-2,5,0,0,9973
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/14/2020,-12,4,-12,-17,2,4,0,0,10040
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/15/2020,-6,11,-11,-15,-4,5,13,0,6616
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/16/2020,-11,8,-14,-17,-6,6,0,0,6616
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/17/2020,-16,5,-18,-22,-9,7,0,0,10525
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/18/2020,-19,2,-19,-25,-11,9,15,0,10525
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/19/2020,-24,-1,-26,-31,-12,11,27,0,13857
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/20/2020,-37,-11,-45,-44,-12,11,0,2,13857
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/21/2020,-32,-12,-37,-42,-8,10,13,0,12706
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/22/2020,-30,-13,-36,-45,-17,13,0,0,12706
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/23/2020,-27,14,-38,-46,-20,14,45,0,16748
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/24/2020,-39,-6,-43,-53,-28,17,50,0,9093
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/25/2020,-50,-18,-47,-60,-35,21,85,0,9536
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/26/2020,-55,-13,-54,-67,-40,25,0,0,9536
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/27/2020,-80,-60,-80,-84,-52,25,72,0,18882
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/28/2020,-72,-47,-68,-80,-56,28,63,0,8216
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/29/2020,-55,-26,-53,-69,-45,26,102,1,9098
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/30/2020,-57,-27,-53,-69,-46,25,41,2,7694
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/31/2020,-56,-26,-53,-69,-46,25,53,1,13458
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/1/2020,-56,-24,-53,-70,-46,25,150,2,20480
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/2/2020,-58,-25,-56,-71,-47,28,210,0,22433
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/3/2020,-69,-39,-75,-79,-44,22,240,1,31402
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/4/2020,-58,-27,-58,-72,-37,21,241,1,39950
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/5/2020,-61,-30,-58,-79,-57,31,294,0,58348
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/6/2020,-63,-32,-58,-78,-56,30,277,1,39870
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/7/2020,-63,-30,-73,-78,-55,30,283,1,58294
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/8/2020,-63,-30,-74,-78,-55,30,300,0,48418
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/9/2020,-64,-31,-76,-79,-55,33,331,2,40000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/10/2020,-74,-46,-86,-84,-49,23,370,2,49000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/11/2020,-64,-32,-77,-79,-45,24,376,4,20000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/12/2020,-60,-28,-74,-79,-55,30,387,2,22000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/13/2020,-62,-30,-73,-78,-55,30,398,3,23380
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/14/2020,-62,-31,-74,-78,-55,30,412,3,32000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/15/2020,-63,-32,-74,-78,-56,31,432,5,41425
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/16/2020,-63,-32,-74,-79,-55,34,460,2,25000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/17/2020,-73,-45,-85,-84,-48,23,477,2,24000
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/18/2020,-66,-39,-78,-78,-45,24,0,0,21806
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/19/2020,-62,-35,-74,-78,-54,30,479,4,25795
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/20/2020,-63,-37,-74,-78,-55,30,484,2,22807
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/21/2020,-63,-35,-74,-78,-55,30,490,3,20165
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/22/2020,-62,-33,-75,-77,-55,30,483,6,23053
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/23/2020,-62,-29,-76,-77,-55,32,518,4,25506
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/24/2020,-72,-40,-86,-80,-47,24,525,8,26274
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/25/2020,-62,-32,-77,-74,-41,25,532,7,21984
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/26/2020,-56,-26,-73,-69,-49,30,536,5,25086
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/27/2020,-57,-28,-73,-68,-48,30,490,6,26195
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/28/2020,-56,-26,-72,-67,-48,28,541,7,27905
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/29/2020,-55,-24,-72,-67,-47,29,549,9,26524
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/30/2020,-57,-26,-71,-66,-47,31,552,7,36266
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/1/2020,-66,-36,-83,-73,-41,22,557,6,26677
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/2/2020,-56,-26,-72,-66,-34,22,561,8,18428
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/3/2020,-51,-22,-68,-65,-45,27,564,7,28039
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/4/2020,-52,-24,-68,-65,-45,28,567,11,25231
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/5/2020,-53,-23,-68,-64,-45,27,462,9,33994
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/6/2020,-51,-20,-67,-62,-44,28,546,11,41134
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/7/2020,-53,-23,-68,-63,-44,30,502,8,33153
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/8/2020,-63,-35,-81,-72,-38,21,553,9,29866
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/9/2020,-53,-25,-70,-63,-31,22,624,11,26763
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/10/2020,-48,-19,-66,-61,-42,27,781,13,32597
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/11/2020,-51,-22,-66,-61,-43,28,680,3,34869
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/12/2020,-50,-20,-66,-61,-43,28,783,2,37112
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/13/2020,-51,-21,-66,-61,-43,28,725,3,38477
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/14/2020,-53,-20,-67,-61,-43,29,698,2,35735
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/15/2020,-62,-32,-80,-70,-35,21,747,2,40720
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/16/2020,-51,-21,-68,-61,-29,21,796,4,37844
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/17/2020,-47,-16,-64,-60,-41,27,731,6,38904
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/18/2020,-48,-18,-64,-59,-42,27,832,4,43732
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/19/2020,-49,-19,-65,-60,-42,27,873,3,43993
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/20/2020,-53,-22,-67,-61,-44,28,941,6,50377
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/21/2020,-53,-20,-69,-61,-43,30,894,4,39791
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/22/2020,-59,-27,-81,-69,-33,21,994,4,35686
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/23/2020,-52,-17,-73,-66,-47,25,812,3,41202
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/24/2020,-56,-31,-68,-72,-77,36,781,1,28282
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/25/2020,-52,-23,-65,-69,-73,34,822,3,27540
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/26/2020,-50,-23,-66,-66,-63,31,779,5,38628
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/27/2020,-44,-18,-63,-55,-38,23,883,2,36131
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/28/2020,-46,-19,-64,-56,-37,25,563,3,42624
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/29/2020,-55,-29,-73,-64,-29,19,638,2,37153
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/30/2020,-42,-17,-62,-55,-20,16,726,2,30147
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/31/2020,-35,-9,-58,-52,-32,20,661,2,35037
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/1/2020,-37,-10,-57,-51,-32,20,635,2,41762
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/2/2020,-38,-12,-58,-52,-32,21,596,3,54823
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/3/2020,-38,-12,-57,-51,-32,21,571,1,44241
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/4/2020,-41,-14,-60,-52,-31,23,659,3,52996
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/5/2020,-49,-23,-68,-61,-26,17,624,1,44201
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/6/2020,-39,-15,-60,-54,-18,16,626,1,32679
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/7/2020,-35,-9,-56,-51,-30,20,540,1,37640
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/8/2020,-37,-13,-56,-50,-29,20,568,5,47201
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/9/2020,-39,-14,-57,-52,-29,20,528,2,45378
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/10/2020,-38,-13,-56,-52,-30,20,603,1,44167
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/11/2020,-40,-13,-57,-52,-29,22,479,2,40724
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/12/2020,-48,-23,-66,-60,-23,16,513,1,43013
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/13/2020,-38,-15,-57,-53,-16,15,491,1,27041
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/14/2020,-34,-10,-54,-50,-28,19,304,1,38036
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/15/2020,-36,-13,-53,-50,-27,19,342,2,39887
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/16/2020,-36,-12,-53,-50,-27,19,346,2,40478
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/17/2020,-37,-12,-54,-50,-27,19,382,2,38502
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/18/2020,-39,-14,-56,-51,-27,20,388,3,34364
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/19/2020,-46,-22,-66,-58,-21,16,393,2,48524
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/20/2020,-37,-15,-57,-52,-15,14,388,1,40876
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/21/2020,-33,-11,-52,-50,-27,18,392,1,40956
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/22/2020,-35,-13,-51,-48,-27,18,378,1,44291
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/23/2020,-34,-12,-51,-48,-27,18,380,2,49650
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/24/2020,-35,-12,-52,-48,-26,18,450,2,49152
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/25/2020,-33,-10,-53,-47,-25,19,430,1,52527
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/26/2020,-40,-18,-62,-54,-18,14,410,2,58741
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/27/2020,-32,-11,-55,-48,-14,13,387,1,43551
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/28/2020,-28,-7,-51,-47,-24,16,437,2,63970
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/29/2020,-29,-8,-49,-46,-24,16,449,1,62028
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/30/2020,-28,-6,-46,-47,-24,15,421,1,56177
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/1/2020,-28,-6,-47,-47,-24,15,402,1,54358
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/2/2020,-29,-5,-48,-47,-24,17,400,1,71697
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/3/2020,-36,-14,-58,-54,-17,13,672,1,47930
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/4/2020,-29,-8,-50,-49,-12,11,716,3,28009
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/5/2020,-24,-3,-45,-47,-24,14,683,2,44192
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/6/2020,-27,-6,-45,-46,-23,15,528,1,51430
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/7/2020,-27,-5,-45,-45,-24,15,532,2,49777
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/8/2020,-29,-8,-46,-47,-23,15,445,1,47322
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/9/2020,-29,-7,-48,-46,-24,16,532,1,58504
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/10/2020,-35,-14,-58,-54,-15,12,473,2,50139
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/11/2020,-28,-8,-50,-49,-11,11,403,1,34478
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/12/2020,-24,-4,-44,-45,-23,14,401,2,50325
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/13/2020,-26,-7,-45,-45,-23,14,344,1,34478
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/14/2020,-27,-7,-45,-46,-24,14,375,1,52782
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/15/2020,-26,-7,-43,-46,-23,14,275,0,48534
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/16/2020,-28,-6,-46,-46,-22,15,281,0,48931
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/17/2020,-34,-14,-56,-54,-15,12,293,2,48561
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/18/2020,-28,-9,-48,-49,-11,11,289,1,46950
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/19/2020,-23,-4,-42,-45,-22,13,211,1,47723
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/20/2020,-25,-7,-42,-45,-22,13,271,1,27224
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/21/2020,-27,-9,-44,-46,-23,13,305,1,40050
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/22/2020,-27,-9,-44,-45,-22,13,236,1,47014
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/23/2020,-27,-7,-45,-45,-22,14,254,0,54096
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/24/2020,-33,-15,-55,-52,-13,12,261,1,46965
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/25/2020,-25,-8,-46,-46,-11,10,313,0,52627
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/26/2020,-21,-3,-41,-43,-22,12,351,1,51162
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/27/2020,-21,-3,-41,-43,-22,12,264,1,47229
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/28/2020,-19,0,-42,-43,-22,11,369,2,43622
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/29/2020,-12,11,-39,-39,-22,9,375,0,47483
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/30/2020,-21,13,-46,-51,-58,26,302,2,55257
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/31/2020,-31,-15,-46,-47,-22,9,283,2,54727
