country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_cases,new_deaths,
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/27/2021,23,46,16,5,-7,6,1732,1,325097
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/28/2021,24,48,18,5,-8,6,1846,1,431482
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/29/2021,26,51,16,5,-8,6,2234,0,448050
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/30/2021,23,53,16,6,-8,7,2366,2,425682
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/31/2021,15,45,23,11,15,2,2426,2,435593
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/1/2022,14,36,11,-1,-43,11,2556,1,463616
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/2/2022,28,63,13,-3,-37,15,2600,3,429564
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/3/2022,15,45,-4,4,-3,8,2515,1,371384
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/4/2022,15,47,-2,3,-5,8,2581,1,397766
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/5/2022,14,45,-5,0,-5,9,2708,0,469028
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/6/2022,5,35,-9,-4,-4,11,2687,0,405418
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/7/2022,4,33,-17,9,138,-1,2627,0,384622
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/8/2022,15,45,9,2,-4,7,2655,3,388572
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/9/2022,22,62,16,-10,-45,17,2759,1,469401
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/10/2022,10,42,-9,1,-6,9,2562,0,297077
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/11/2022,10,43,-6,-2,-6,9,2511,3,292415
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/12/2022,10,43,-6,-3,-6,10,2616,4,300893
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/13/2022,2,33,-11,-6,-5,12,2683,1,307767
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/14/2022,4,31,-15,9,144,-2,3068,3,424861
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/15/2022,15,43,12,1,-4,6,3116,3,410949
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/16/2022,20,55,9,-13,-48,18,3067,3,385950
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/17/2022,10,39,-6,-1,-3,8,2989,4,346101
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/18/2022,10,40,-3,-3,-3,8,2792,3,487749
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/19/2022,13,41,-2,-2,-2,8,2902,2,518300
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/20/2022,4,30,-5,-4,-1,11,3014,4,504831
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/21/2022,3,25,-28,9,159,-2,2921,3,401356
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/22/2022,20,44,12,2,0,6,3020,4,471588
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/23/2022,27,61,22,-9,-46,17,2813,3,517107
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/24/2022,13,38,-6,3,3,7,2629,5,499001
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/25/2022,14,42,-1,3,2,7,2504,5,563330
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/26/2022,16,43,-3,4,2,7,2369,4,500146
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/27/2022,8,34,-7,0,4,9,2638,4,528426
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/28/2022,12,35,-11,17,176,-5,2545,2,490562
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/29/2022,25,51,19,8,3,4,2355,5,485322
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/30/2022,33,70,27,-5,-45,15,2291,1,459244
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,1/31/2022,18,47,-3,7,6,5,2028,3,492099
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/1/2022,19,50,1,7,5,5,2084,5,499836
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/2/2022,20,51,-1,7,6,6,2163,3,497827
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/3/2022,10,38,-6,4,7,8,2232,2,491658
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/4/2022,13,38,-9,22,184,-5,2114,5,486936
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/5/2022,27,52,24,12,3,4,1991,4,488153
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/6/2022,34,71,30,-2,-46,15,2015,2,502390
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/7/2022,18,45,-2,10,7,5,1704,1,473298
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/8/2022,19,47,3,8,6,5,1615,4,482477
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/9/2022,20,47,2,7,7,5,1538,4,477945
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/10/2022,11,37,-2,6,7,8,1588,5,527913
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/11/2022,15,37,-5,26,186,-6,1474,5,495628
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/12/2022,29,51,28,17,4,3,1395,1,480766
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/13/2022,38,72,39,4,-46,15,1266,1,454763
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/14/2022,26,50,9,17,7,4,1191,2,389858
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/15/2022,22,48,12,15,6,5,930,1,370617
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/16/2022,22,48,9,15,7,5,957,1,365306
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/17/2022,12,36,3,11,8,8,895,1,408075
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/18/2022,15,35,-2,30,188,-6,882,2,398902
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/19/2022,26,49,34,19,6,3,790,1,388495
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/20/2022,33,68,41,4,-45,15,725,1,338195
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/21/2022,17,42,4,15,10,5,651,2,410158
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/22/2022,19,44,10,14,10,5,626,1,470793
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/23/2022,19,43,8,13,11,5,740,1,461925
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/24/2022,10,32,2,11,12,7,782,1,474340
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/25/2022,15,34,-2,33,198,-6,696,1,430359
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/26/2022,29,50,32,23,7,3,644,1,447829
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/27/2022,36,70,39,9,-44,14,622,0,452997
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,2/28/2022,22,50,7,21,12,3,605,0,417532
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/1/2022,23,53,12,23,11,4,478,0,420289
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/2/2022,24,53,10,23,12,4,519,0,430493
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/3/2022,15,39,7,18,12,6,502,0,386656
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/4/2022,19,37,1,41,200,-6,447,0,370472
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/5/2022,32,51,40,32,7,3,558,0,418038
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/6/2022,39,69,46,16,-45,14,407,0,399776
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/7/2022,21,45,12,24,13,4,386,1,301287
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/8/2022,22,45,14,23,12,5,323,0,302508
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/9/2022,21,45,15,22,13,5,392,0,377585
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/10/2022,11,32,11,18,14,8,369,0,372764
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/11/2022,15,32,2,43,202,-5,382,0,332599
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/12/2022,28,46,39,35,7,4,353,0,302346
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/13/2022,35,65,47,19,-45,15,318,0,341261
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/14/2022,19,41,15,26,14,5,296,0,254597
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/15/2022,20,43,18,25,13,5,280,0,345206
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/16/2022,21,43,15,25,14,5,318,0,373822
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/17/2022,10,30,9,19,14,8,386,0,376447
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/18/2022,12,30,6,45,201,-5,331,0,332323
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/19/2022,26,43,39,35,8,4,367,0,304600
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/20/2022,32,60,57,21,-44,15,347,0,332605
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/21/2022,19,39,17,27,14,5,338,0,251465
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/22/2022,19,40,20,26,13,6,316,0,319488
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/23/2022,19,40,19,25,14,6,332,0,327250
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/24/2022,10,29,17,23,14,8,390,0,315335
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/25/2022,14,30,4,47,202,-6,348,0,275579
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/26/2022,29,45,39,39,9,3,341,0,321784
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/27/2022,38,62,56,26,-44,14,315,0,312548
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/28/2022,23,42,21,32,9,5,286,0,229355
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/29/2022,24,44,25,30,8,5,301,0,300191
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/30/2022,25,46,22,30,9,5,288,0,308848
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,3/31/2022,14,35,21,29,9,7,313,0,323104
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/1/2022,17,46,-8,42,194,-6,288,0,295915
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/2/2022,7,51,-4,13,6,10,284,0,298820
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/3/2022,14,62,6,-2,-46,21,298,0,282125
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/4/2022,7,43,1,12,8,12,300,0,183491
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/5/2022,8,44,3,10,7,12,244,0,192574
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/6/2022,8,44,1,9,7,12,215,0,230104
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/7/2022,-1,31,-5,4,8,15,143,0,264300
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/8/2022,2,32,-17,26,187,0,240,0,242463
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/9/2022,13,45,5,15,7,9,226,0,241982
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/10/2022,18,61,11,1,-45,20,224,0,233862
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/11/2022,10,43,3,14,12,11,208,0,207875
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/12/2022,10,44,5,11,11,12,216,0,296483
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/13/2022,12,45,2,11,11,12,337,0,298981
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/14/2022,3,34,-4,7,12,14,256,0,285495
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/15/2022,5,30,-16,27,186,0,239,0,256333
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/16/2022,16,43,6,16,8,9,246,0,263717
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/17/2022,21,58,13,1,-46,20,201,0,265321
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/18/2022,10,40,4,12,13,11,198,0,243662
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/19/2022,9,41,6,9,13,12,229,0,272856
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/20/2022,9,41,3,10,13,12,249,0,327724
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/21/2022,0,29,-4,5,15,14,231,0,292567
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/22/2022,4,29,-17,26,200,0,259,0,264970
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/23/2022,14,41,4,14,9,9,261,0,274597
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/24/2022,20,56,8,-2,-44,21,244,0,277385
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/25/2022,11,41,-2,13,14,11,215,0,279109
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/26/2022,13,44,-1,14,13,11,207,0,211178
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/27/2022,15,47,-1,15,13,11,212,0,244445
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/28/2022,8,38,-7,12,13,13,275,0,282907
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/29/2022,13,41,-20,40,198,-2,265,0,232493
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,4/30/2022,27,59,4,26,-4,8,261,0,254436
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/1/2022,45,91,27,15,-54,18,240,0,231652
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/2/2022,46,64,111,25,-65,14,222,0,181334
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/3/2022,42,56,93,14,-62,16,209,0,154855
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/4/2022,30,48,41,5,-46,16,199,0,88359
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/5/2022,10,27,4,6,-6,12,196,0,203719
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/6/2022,8,24,-13,24,162,-2,198,0,102626
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/7/2022,20,38,5,18,9,6,191,0,170219
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/8/2022,24,58,12,5,-45,18,225,0,195790
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/9/2022,12,36,-2,19,14,6,233,0,205169
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/10/2022,14,39,2,18,13,6,280,0,366233
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/11/2022,15,39,0,16,13,7,312,0,358982
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/12/2022,5,26,-5,11,14,9,364,0,268888
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/13/2022,8,28,-14,32,205,-4,369,0,227280
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/14/2022,15,41,12,8,-30,14,352,0,220124
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/15/2022,28,58,33,4,-58,21,323,0,202745
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/16/2022,16,47,7,-3,-44,21,319,0,124534
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/17/2022,11,33,-3,16,15,6,281,0,139440
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/18/2022,13,36,-5,16,14,7,298,0,208015
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/19/2022,4,24,-7,11,15,9,349,0,242793
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/20/2022,8,24,-16,33,209,-4,362,0,258009
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/21/2022,21,37,7,19,10,6,373,0,251841
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/22/2022,26,55,15,3,-45,19,364,0,232385
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/23/2022,13,33,-1,17,15,7,321,0,167861
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/24/2022,12,33,-5,17,14,7,317,0,221440
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/25/2022,14,37,-3,16,14,7,373,0,238458
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/26/2022,7,28,-5,11,15,9,395,0,252836
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/27/2022,13,30,-15,38,210,-5,403,0,236283
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/28/2022,28,46,9,26,11,5,430,0,232901
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/29/2022,32,65,14,10,-45,17,372,2,196359
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/30/2022,17,41,0,20,16,6,383,1,151541
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,5/31/2022,19,45,1,20,15,6,381,0,205134
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/1/2022,19,46,-1,20,15,6,442,0,231962
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/2/2022,9,33,-7,16,15,9,575,0,242364
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/3/2022,15,33,-17,38,209,-4,593,0,231286
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/4/2022,29,48,6,27,10,6,523,0,231286
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/5/2022,34,67,13,10,-46,17,597,0,231541
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/6/2022,16,40,-2,22,15,6,579,0,175759
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/7/2022,16,41,0,21,14,7,572,0,256606
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/8/2022,16,42,-2,19,14,8,867,0,279163
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/9/2022,7,30,-8,15,15,10,1031,0,286851
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/10/2022,11,30,-20,37,209,-3,1084,0,247277
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/11/2022,25,46,3,26,10,7,1179,0,253991
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/12/2022,29,63,9,9,-46,19,1249,0,244931
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/13/2022,14,39,-4,22,15,7,1319,0,180075
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/14/2022,14,40,-3,19,14,8,1356,0,239305
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/15/2022,15,41,-5,20,13,8,1395,0,267653
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/16/2022,7,29,-12,15,14,10,1435,1,311742
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/17/2022,9,28,-23,35,206,-3,1433,0,382308
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/18/2022,22,42,-6,23,10,7,1464,2,324877
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/19/2022,26,59,0,6,-46,20,1489,1,324266
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/20/2022,13,36,-9,21,14,8,1532,0,247059
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/21/2022,14,37,-6,18,13,8,1556,0,275317
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/22/2022,13,37,-9,17,13,9,1592,0,318906
